species_name,sex,stage,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],fw [cm],date,latitude,longitude,id
u. olhanen.,female,adult,True,Sideways walking along bay edge.,['Snail'],4.0,2.9275987329566773,2.8273325184517883,4.101629296817771,2.9774167916745338,2.6363636363636362,2021-08-09,,,123
U. olhanensis,male,adult,,Escaping from aggressive fish.,"['Sea Urchin', 'Barnacle', 'Mussel', 'Coral Fragment']",10.0,2.8636363636363638,2.7372454397420025,3.807848690267761,3.1314405064419093,2.4545454545454546,2021-08-09,,,124
U. olhanensis,female,sub_adult,False,Resting under shell fragment.,['Sea Sponge'],7.0,1.718480376513459,1.5897197888618073,1.9967661895656328,1.8528582195875207,2.6363636363636362,2021-08-09,,,125
U. olhanensis,female,sub_adult,False,Dragging shell fragment backward.,"['Sea Anemone', 'Sea Urchin']",5.0,3.0145204142666375,3.3126014124130747,4.04493927866075,3.2274039761893167,2.5454545454545454,2021-08-09,,,126
A farensis,female,sub_adult,False,Crab moving quickly across rocks.,"['Mussel', 'Barnacle']",4.0,2.5674234401802996,2.7507487407805566,3.3933469683274478,2.747752896304892,2.4545454545454546,2021-08-09,,,127
A farensis,female,juvenile,False,Sideways walking along bay edge.,"['Barnacle', 'Shrimp', 'Algae', 'Jellyfish', 'Hermit Crab']",3.0,1.5750203225972932,2.1092975645753422,3.107159616564091,1.6211705733459667,2.4545454545454546,2021-08-09,,,128
A. Farensis,female,sub_adult,False,Climbing barnacle-covered surfaces.,['Small Fish'],3.0,3.66167424005979,3.2675506926250533,3.9945319200364864,3.7365603976381636,2.5454545454545454,2021-08-09,,,129
u. olhanen.,male,pre_puberty,True,Hiding under floating debris.,"['Snail', 'Small Fish']",6.0,3.1363636363636362,2.9873026427851594,3.980832530710714,3.26698674383661,2.6363636363636362,2021-08-09,,,130
A farensis,male,adult,,Color changes during molting.,"['Mussel', 'Crab (Other Species)']",7.0,1.6363636363636365,1.6354808056475845,2.2192114477481995,1.6709629969204258,2.6363636363636362,2021-08-09,,,131
u. olhanen.,male,juvenile,,Picking detritus from seabed.,"['Sea Sponge', 'Jellyfish', 'Crab (Other Species)', 'Mussel']",7.0,1.3181818181818181,1.1600617065730763,1.4839729448261756,1.4275250631572785,2.6363636363636362,2021-08-09,,,132
U. olhanensis,female,sub_adult,False,Climbing onto submerged logs.,['Snail'],7.0,2.341911499817525,2.31017293060563,3.1345537157917245,2.4037807251175134,2.6363636363636362,2021-08-09,,,133
U. olhanensis,female,adult,False,Swimming short distance to escape.,"['Crab (Other Species)', 'Coral Fragment', 'Barnacle', 'Jellyfish']",10.0,0.8118355714424663,0.7502825521334642,0.9214651213923187,0.8894025478661487,2.5454545454545454,2021-08-09,,,134
A farensis,male,sub_adult,,Feeding on detritus in shallow water.,"['Polychaete Worm', 'Sea Anemone']",10.0,2.6136363636363638,2.708412591993958,4.019002189811633,2.717754111638402,2.5454545454545454,2021-08-09,,,135
A farensis,female,adult,False,Moving in groups.,"['Coral Fragment', 'Sea Sponge', 'Snail', 'Sea Star']",4.0,4.3668137052515625,4.919924242634398,7.2242207563945415,4.664315854456922,2.5454545454545454,2021-08-09,,,136
A. Farensis,N/R,adult,,Moving toward warmer water pockets.,['Polychaete Worm'],6.0,3.1363636363636362,2.9297295554801566,4.061744204027226,3.4279012606504837,2.6363636363636362,2021-08-09,,,137
A farensis,nan,adult,,Interaction with hermit crabs.,"['Sea Star', 'Jellyfish']",4.0,3.272727272727273,3.1631480957642144,3.9991684961799407,3.5843426304854074,2.727272727272727,2021-08-09,,,138
u. olhanen.,female,pre_puberty,True,Guarding eggs under abdominal flap.,"['Snail', 'Algae', 'Sea Anemone']",7.0,0.9830089555234148,1.0141021121226734,1.4319898474779207,1.0091554810743233,2.5454545454545454,2021-08-09,,,139
U. olhanensis,female,juvenile,True,Feeding on algae scraped from rocks.,"['Polychaete Worm', 'Snail', 'Sea Star']",5.0,0.3826651324232761,0.2696226527250661,0.3267012326507556,0.40210469425367473,2.4545454545454546,2021-08-09,,,140
A. Farensis,male,adult,,Climbing vertical rock face.,"['Small Fish', 'Shrimp', 'Polychaete Worm', 'Sea Star']",6.0,6.2727272727272725,6.169016972291152,9.209043681828843,6.522186630429855,2.5454545454545454,2021-08-09,,,141
Ucides alvorensis,female,sub_adult,False,Feeding on algae scraped from rocks.,['Hermit Crab'],8.0,3.886418544392406,3.7958825174540234,4.654841427218992,3.922532590868435,2.5454545454545454,2021-08-09,,,142
Ucides alvorensis,female,pre_puberty,False,Moving sideways along sandy bottom.,"['Snail', 'Polychaete Worm', 'Jellyfish']",6.0,1.6048051219520927,2.3603190448628433,3.0605213900976995,1.6235239104759176,2.6363636363636362,2021-08-09,,,143
U. olhanensis,male,adult,,Hiding under floating debris.,"['Sea Urchin', 'Sea Star', 'Algae', 'Shrimp']",6.0,5.7272727272727275,5.651694988402948,8.364003272861275,5.883067208508051,2.5454545454545454,2021-08-09,,,144
u. olhanen.,male,adult,,Waving claws rhythmically.,['Mussel'],3.0,3.5454545454545454,3.259507752847839,3.9715935143426795,3.6596689338280326,2.4545454545454546,2021-08-09,,,145
u. olhanen.,male,adult,,Exploring new territory.,['Polychaete Worm'],9.0,2.0454545454545454,2.1208926086364155,3.1243381541193,2.10596825324617,2.5454545454545454,2021-08-09,,,146
u. olhanen.,female,sub_adult,False,Mating behavior with antenna touching.,"['Mussel', 'Hermit Crab', 'Snail', 'Sea Star', 'Crab (Other Species)']",3.0,3.460435798574538,3.8154927996541064,5.020163314041401,3.496672554874428,2.5454545454545454,2021-08-09,,,147
A farensis,male,sub_adult,,Escaping from aggressive fish.,"['Sea Urchin', 'Crab (Other Species)']",8.0,3.1818181818181817,3.2700455620198383,4.577642285081216,3.2977080678985318,2.5454545454545454,2021-08-09,,,148
A farensis,female,sub_adult,True,Feeding on small crustaceans.,"['Jellyfish', 'Barnacle', 'Shrimp', 'Crab (Other Species)']",4.0,1.0035640672246362,0.8863344724692218,1.1667795317518082,1.053425934618499,2.5454545454545454,2021-08-09,,,149
A farensis,female,juvenile,False,Dragging shell fragment backward.,['Polychaete Worm'],6.0,0.8175265459414539,1.2384500459154257,1.7675751042132688,0.8740460064412537,2.6363636363636362,2021-08-09,,,150
U. olhanensis,male,pre_puberty,,Exploring new territory.,['Small Fish'],6.0,1.1590909090909092,1.048105773466345,1.4421629835893166,1.2644388827273885,2.5454545454545454,2021-08-09,,,151
U. olhanensis,male,adult,,Feeding on detritus in shallow water.,"['Barnacle', 'Polychaete Worm', 'Snail', 'Shrimp', 'Sea Urchin']",5.0,0.6818181818181818,0.6775482526356927,0.8930791330661318,0.7098384014115967,2.6363636363636362,2021-08-09,,,152
A. Farensis,male,adult,,Interacting with small fish nearby.,"['Sea Sponge', 'Sea Star', 'Sea Anemone']",5.0,3.8181818181818183,4.015449882135349,5.915693714599064,4.031745141389201,2.4545454545454546,2021-08-09,,,153
u. olhanen.,male,sub_adult,,Hiding under seagrass blades.,"['Jellyfish', 'Hermit Crab']",14.0,3.409090909090909,3.8289221051125875,5.350005209577632,3.464308119780105,2.8181818181818183,2021-08-09,,,154
U. olhanensis,male,juvenile,,Interaction with hermit crabs.,['Snail'],7.0,0.4090909090909091,0.37452661560934325,0.5256063695140827,0.44825657738271685,2.6363636363636362,2021-08-09,,,155
u. olhanen.,male,sub_adult,,Camouflaging with surrounding mud.,['Jellyfish'],3.0,5.0,4.558114267769063,6.0208871909349515,5.141945073988036,2.5454545454545454,2021-08-09,,,156
A. Farensis,male,pre_puberty,,Mating behavior with antenna touching.,"['Hermit Crab', 'Crab (Other Species)']",5.0,2.3863636363636362,2.1634209529811073,3.2088779792984057,2.437218704878363,2.6363636363636362,2021-08-09,,,157
u. olhanen.,male,adult,,Burrowing into sandy sediment.,"['Shrimp', 'Snail', 'Sea Star']",6.0,5.181818181818182,5.250561911677145,6.867100645894772,5.569007662891322,2.6363636363636362,2021-08-09,,,158
A farensis,female,juvenile,True,Exploring new territory.,"['Shrimp', 'Algae']",10.0,1.2130557133890376,1.323198316746801,1.7758935138099554,1.3248443632148592,2.4545454545454546,2021-08-09,,,159
Ucides alvorensis,female,pre_puberty,False,Retreating quickly from shadow.,['Algae'],5.0,2.023884947214985,1.9041436498003288,2.2979183123683793,2.211952962414934,2.909090909090909,2021-08-09,,,160
A farensis,male,sub_adult,,Waving claws rhythmically.,['Sea Star'],10.0,2.0454545454545454,1.8620711449106861,2.684826396318279,2.109102509870758,2.727272727272727,2021-08-09,,,161
A. Farensis,male,adult,,Guarding eggs under abdominal flap.,"['Polychaete Worm', 'Snail', 'Crab (Other Species)']",1.0,4.5,4.677406289335459,6.5130665091045925,4.814204309882508,2.727272727272727,2021-08-09,,,162
u. olhanen.,male,adult,,Picking algae from rock surface.,['Hermit Crab'],5.0,1.2272727272727273,1.3014162602686676,1.5724054333313757,1.2839263917746515,2.5454545454545454,2021-08-09,,,163
u. olhanen.,female,adult,False,Escaping predator silhouette overhead.,"['Snail', 'Coral Fragment', 'Shrimp', 'Jellyfish']",4.0,2.5225796162809693,2.3632453139856953,3.536654948468295,2.6234844345583044,2.5454545454545454,2021-08-09,,,164
u. olhanen.,male,sub_adult,,Burrowing into sandy sediment.,['Sea Sponge'],4.0,3.6363636363636362,3.5626107257087885,4.418694310216633,3.8598446559487765,2.5454545454545454,2021-08-09,,,165
A farensis,female,sub_adult,False,Slow movement near seagrass patches.,['Hermit Crab'],7.0,3.9954793542768754,3.1298227349831076,3.98295158885052,4.148991403136191,2.5454545454545454,2021-08-09,,,166
U. olhanensis,male,pre_puberty,,Claw waving directed at nearby crab.,['Sea Star'],3.0,1.5681818181818181,1.8421687822588872,2.5589556070855326,1.6438890070598136,2.6363636363636362,2021-08-09,,,167
A farensis,male or female,pre_puberty,,Stillness in cold water.,"['Sea Anemone', 'Barnacle', 'Jellyfish']",4.0,0.8181818181818182,0.780030380363446,1.0223504543875304,0.8627499519520563,2.8181818181818183,2021-08-09,,,168
U. olhanensis,male,sub_adult,,Rapid crossing of open sand.,"['Barnacle', 'Polychaete Worm', 'Coral Fragment', 'Jellyfish', 'Sea Star']",3.0,2.272727272727273,2.6550178692406003,3.783660779332465,2.383486402000116,2.8181818181818183,2021-08-09,,,169
A farensis,male,juvenile,True,Foraging among seagrass roots.,"['Sea Urchin', 'Mussel', 'Sea Star']",2.0,1.4090909090909092,1.0565102771090833,1.3388313935834548,1.5036497056538598,2.727272727272727,2021-08-09,,,170
U. olhanensis,female,juvenile,False,Exploring new territory.,['Mussel'],6.0,0.7506515926669646,0.7965841504785511,1.0788607165190405,0.8067465378415514,2.6363636363636362,2021-08-09,,,171
A farensis,nan,juvenile,,Cleaning claws with rubbing motion.,"['Sea Anemone', 'Sea Star', 'Barnacle', 'Mussel', 'Hermit Crab']",8.0,1.1363636363636365,1.5721578997288241,2.3226310989396763,1.197846428717478,2.6363636363636362,2021-08-09,,,172
A farensis,male,adult,,Waving claws rhythmically.,['Sea Urchin'],6.0,2.590909090909091,2.450576711011634,3.5693909936777146,2.6331657895304796,2.6363636363636362,2021-08-09,,,173
u. olhanen.,female,adult,False,Moving toward warmer water pockets.,['Jellyfish'],8.0,4.887810715698444,4.566921088898862,5.730330743020418,4.89829950544931,2.5454545454545454,2021-08-09,,,174
u. olhanen.,female,pre_puberty,False,Shaking claws after contact.,"['Sea Anemone', 'Coral Fragment']",8.0,1.6746138357902722,1.5007627803526633,2.2109046273322814,1.735587571919931,2.6363636363636362,2021-08-09,,,175
A farensis,female,adult,False,Climbing vertical rock face.,['Shrimp'],5.0,2.491916053243557,2.703702759874521,3.393175581048128,2.5615790048282236,2.6363636363636362,2021-08-09,,,176
u. olhanen.,female,adult,False,Half buried in sand.,"['Shrimp', 'Algae', 'Barnacle']",7.0,3.6593680552575467,3.6285227407479628,4.965489546786453,3.867785260649862,2.6363636363636362,2021-08-09,,,177
A farensis,male,juvenile,,Cleaning claws with rubbing motion.,"['Shrimp', 'Mussel', 'Jellyfish']",2.0,1.7272727272727273,1.7983294878081162,2.4769548785994315,1.8307283309160847,2.4545454545454546,2021-08-09,,,178
A farensis,male,adult,,Feeding on small crustaceans.,"['Small Fish', 'Sea Star', 'Jellyfish']",6.0,3.8181818181818183,3.598586091346101,4.990817834301959,4.050382257585395,2.6363636363636362,2021-08-09,,,179
U. olhanensis,female,sub_adult,False,Displaying dominance by lifting body.,['Barnacle'],6.0,2.3438342757423287,2.971963888303951,3.727732634474861,2.350840172759784,2.6363636363636362,2021-08-09,,,180
u. olhanen.,male,adult,,Crab moving quickly across rocks.,"['Shrimp', 'Sea Anemone']",8.0,2.1818181818181817,2.093532071388225,2.7605769941213096,2.3903889204566635,2.6363636363636362,2021-08-09,,,181
U. olhanensis,male,adult,,Feeding on algae scraped from rocks.,['Algae'],7.0,3.409090909090909,3.5568079304478344,5.192303142902594,3.4545055324819844,2.4545454545454546,2021-08-09,,,182
u. olhanen.,male,sub_adult,,Retreating quickly from shadow.,"['Sea Urchin', 'Jellyfish', 'Mussel', 'Algae', 'Sea Star']",5.0,4.318181818181818,4.061258301525926,5.215958676349931,4.5797336363936925,2.5454545454545454,2021-08-09,,,183
u. olhanen.,male,sub_adult,,Hiding in sandy burrow.,"['Sea Star', 'Hermit Crab']",7.0,2.6136363636363638,2.199250727881457,2.6514321186147125,2.625129595968774,2.6363636363636362,2021-08-09,,,184
u. olhanen.,male,adult,,Stillness in cold water.,"['Hermit Crab', 'Sea Anemone', 'Mussel']",9.0,6.2727272727272725,5.78882895495628,8.025045424343755,6.633407120049248,2.6363636363636362,2021-08-09,,,185
u. olhanen.,female,pre_puberty,False,Slow movement near seagrass patches.,"['Sea Urchin', 'Sea Anemone', 'Snail', 'Shrimp', 'Small Fish']",5.0,0.7024016745870522,0.8914410164316963,1.1325070292225787,0.7217650350732886,2.5454545454545454,2021-08-09,,,186
U. olhanensis,female,sub_adult,True,Sideways walking along bay edge.,"['Shrimp', 'Sea Anemone']",8.0,0.8161796858486192,0.997533801174313,1.4425732494866055,0.8277319573728742,2.727272727272727,2021-08-09,,,187
u. olhanen.,male,sub_adult,,Hiding under floating debris.,"['Shrimp', 'Sea Urchin', 'Polychaete Worm', 'Hermit Crab']",8.0,2.5,2.3015292709707196,3.2454371232308614,2.558816543729122,2.5454545454545454,2021-08-09,,,188
A. Farensis,male,sub_adult,,Foraging among seagrass roots.,['Jellyfish'],9.0,2.3863636363636362,2.535843510718406,3.2772553596169547,2.404968578863872,2.727272727272727,2021-08-09,,,189
u. olhanen.,male,adult,True,Feeding on detritus in shallow water.,"['Algae', 'Sea Sponge', 'Snail', 'Hermit Crab']",8.0,3.0,3.2359462264280054,4.846910596750705,3.2353187704042394,2.4545454545454546,2021-08-09,,,190
A farensis,male or female,adult,,Feeding on small mollusks.,"['Algae', 'Sea Sponge', 'Snail', 'Sea Star', 'Mussel']",11.0,2.590909090909091,2.395232606575704,3.119120845186335,2.8292592342685166,2.4545454545454546,2021-08-09,,,191
u. olhanen.,N/R,sub_adult,,Burrowing into sandy sediment.,"['Shrimp', 'Sea Anemone', 'Polychaete Worm']",7.0,2.5,2.3686200936662427,3.333325221293093,2.596086161456746,2.6363636363636362,2021-08-09,,,192
A farensis,female,adult,False,Shaking claws after contact.,"['Small Fish', 'Jellyfish', 'Polychaete Worm', 'Crab (Other Species)', 'Shrimp']",5.0,1.815120804196941,1.5277976346525188,2.0476131014877947,1.9131834727664938,2.5454545454545454,2021-08-09,,,193
U. olhanensis,female,sub_adult,True,Claw waving directed at nearby crab.,"['Jellyfish', 'Snail', 'Small Fish', 'Hermit Crab']",9.0,3.062698804499078,2.6557793005913357,3.6397811888911487,3.297792329416282,2.6363636363636362,2021-08-09,,,194
A farensis,female,adult,False,Feeding on small crustaceans.,"['Small Fish', 'Coral Fragment']",8.0,1.0206760868751,1.18653175953191,1.5637343040769778,1.0365611488599096,2.6363636363636362,2021-08-09,,,195
A farensis,female,adult,False,Slow movement near seagrass patches.,['Barnacle'],5.0,2.429396211385153,2.117778563845963,2.950297386567365,2.4937905512352847,2.5454545454545454,2021-08-09,,,196
U. olhanensis,-,sub_adult,,Searching for mates at twilight.,"['Small Fish', 'Jellyfish']",7.0,0.6818181818181818,0.7397538422194782,1.0784115475434122,0.7172011137699171,2.727272727272727,2021-08-09,,,197
U. olhanensis,male,adult,,Guarding eggs under abdominal flap.,['Polychaete Worm'],5.0,3.6818181818181817,3.5541685179041735,4.790406281604899,3.9970781701934714,2.6363636363636362,2021-08-09,,,198
A. Farensis,N/R,adult,,Rapid claw movement while feeding.,['Jellyfish'],6.0,2.1818181818181817,2.2323350359959706,2.9390646317523603,2.294331923586059,2.6363636363636362,2021-08-09,,,199
Ucides alvorensis,female,juvenile,True,Hiding in sandy burrow.,"['Barnacle', 'Hermit Crab', 'Sea Sponge']",7.0,1.3650641537071282,1.2646302738009856,1.5239975379129858,1.487313953461494,2.6363636363636362,2021-08-09,,,200
U. olhanensis,female,sub_adult,False,Feeding on algae scraped from rocks.,['Crab (Other Species)'],3.0,2.279242684939094,2.8696740392807496,3.509671140958451,2.4720384404522306,2.5454545454545454,2021-08-09,,,201
A. Farensis,male,adult,,Searching for mates at twilight.,"['Shrimp', 'Coral Fragment', 'Barnacle', 'Sea Urchin']",6.0,1.3636363636363635,1.3651870189005235,2.0107676070222578,1.455075233665263,2.5454545454545454,2021-08-09,,,202
A farensis,female,sub_adult,False,Exchanging antenna taps.,"['Polychaete Worm', 'Hermit Crab']",10.0,0.6704069182147384,0.6514285816192374,0.8635460664714834,0.6873689061505609,2.6363636363636362,2021-08-09,,,203
u. olhanen.,male,adult,,Climbing submerged rocks.,"['Polychaete Worm', 'Snail', 'Shrimp']",7.0,1.7727272727272727,1.7814265849106858,2.1631650030612715,1.778681866507881,2.6363636363636362,2021-08-09,,,204
Ucides alvorensis,female,sub_adult,False,Retreating quickly from shadow.,"['Hermit Crab', 'Sea Anemone', 'Coral Fragment', 'Sea Sponge']",6.0,1.0118129041189816,1.1703679502818496,1.5352010295090919,1.0153002176933779,2.5454545454545454,2021-08-09,,,205
u. olhanen.,female,pre_puberty,False,Retreating into burrow.,"['Algae', 'Polychaete Worm', 'Coral Fragment', 'Hermit Crab', 'Sea Star']",5.0,2.9660079788087885,4.0724452137960805,5.913946664004718,3.0928439112623294,2.4545454545454546,2021-08-09,,,206
A farensis,female,adult,False,Slow movement near seagrass patches.,"['Sea Urchin', 'Small Fish', 'Coral Fragment', 'Sea Sponge', 'Mussel']",10.0,4.329069097786832,4.408870179275707,6.207931653708879,4.618753002603596,2.5454545454545454,2021-08-09,,,207
U. olhanensis,male,juvenile,,Inspecting discarded crab shell.,"['Jellyfish', 'Algae', 'Sea Star', 'Small Fish']",7.0,0.8181818181818182,1.0347877331311537,1.277424006236152,0.8921869093977404,2.5454545454545454,2021-08-09,,,208
A farensis,female,adult,False,Exchanging antenna taps.,"['Mussel', 'Hermit Crab', 'Sea Anemone']",8.0,4.254287755159529,4.534967359673669,5.914789625279607,4.543797307879803,2.5454545454545454,2021-08-09,,,209
A farensis,male,sub_adult,True,Sideways walking along bay edge.,"['Coral Fragment', 'Shrimp', 'Sea Star', 'Sea Urchin', 'Barnacle']",7.0,2.9545454545454546,3.3162788325565615,4.139238060364843,3.135303931688577,2.4545454545454546,2021-08-09,,,210
A. Farensis,male,adult,,Moving toward warmer water pockets.,"['Sea Anemone', 'Sea Sponge', 'Coral Fragment', 'Snail']",6.0,4.5,4.390000454162064,6.4482334755349875,4.63717845060964,2.6363636363636362,2021-08-09,,,211
u. olhanen.,male,adult,,Moving toward bait.,"['Shrimp', 'Coral Fragment', 'Small Fish']",4.0,5.7272727272727275,5.425858511121357,6.833742333310827,6.048888777116338,2.727272727272727,2021-08-09,,,212
A farensis,male,pre_puberty,,Picking detritus from seabed.,['Shrimp'],8.0,1.3636363636363635,1.756471802474293,2.2406779139743,1.4934841835264372,2.727272727272727,2021-08-09,,,213
A farensis,female,juvenile,False,Hiding in sandy burrow.,"['Shrimp', 'Coral Fragment', 'Sea Anemone']",7.0,1.063952012358018,0.6860883871561093,0.8748110687352925,1.1505241596170164,2.6363636363636362,2021-08-09,,,214
u. olhanen.,male,adult,,Swimming short distance to escape.,"['Algae', 'Mussel', 'Barnacle', 'Shrimp', 'Jellyfish']",3.0,3.6818181818181817,3.3612824899689646,5.0176050341508835,3.722157051230981,2.6363636363636362,2021-08-09,,,215
u. olhanen.,female,juvenile,False,Claw waving directed at nearby crab.,"['Crab (Other Species)', 'Mussel', 'Snail', 'Sea Star']",7.0,0.5990337878406352,0.7353251230260859,1.0178213946575871,0.6405296683394613,2.5454545454545454,2021-08-09,,,216
Ucides alvorensis,female,sub_adult,False,Moving sideways along sandy bottom.,"['Sea Sponge', 'Crab (Other Species)', 'Algae']",8.0,1.194900026411748,1.2761556109332337,1.79533374889717,1.2400752515564308,2.4545454545454546,2021-08-09,,,217
A. Farensis,male,pre_puberty,,Searching for mates at twilight.,"['Sea Star', 'Coral Fragment', 'Sea Urchin']",7.0,1.2954545454545454,1.553413427573377,1.9239684394484238,1.3480568203349004,2.6363636363636362,2021-08-09,,,218
u. olhanen.,female,adult,True,Rapid crossing of open sand.,"['Sea Star', 'Barnacle', 'Sea Urchin']",3.0,3.294588645546961,3.345232712425378,4.0958570467281925,3.43480842540704,2.5454545454545454,2021-08-09,,,219
A. Farensis,male,adult,True,Feeding on small crustaceans.,['Algae'],10.0,2.8636363636363638,2.844334263377915,3.682766692221091,3.037712025808975,2.5454545454545454,2021-08-09,,,220
U. olhanensis,male,sub_adult,,Climbing submerged rocks.,"['Algae', 'Polychaete Worm', 'Coral Fragment']",9.0,4.431818181818182,4.992960807047421,6.890269910981013,4.750456770329336,2.4545454545454546,2021-08-09,,,221
u. olhanen.,male,juvenile,,Escaping predator silhouette overhead.,"['Polychaete Worm', 'Hermit Crab', 'Small Fish']",7.0,1.2727272727272727,1.1995377731162735,1.7548401591422014,1.3324903480267745,2.727272727272727,2021-08-09,,,222
Ucides alvorensis,female,sub_adult,False,Interacting with small fish nearby.,"['Jellyfish', 'Mussel', 'Sea Anemone']",7.0,2.235247488310677,2.507651487453889,3.1247581842929417,2.32451403083509,2.5454545454545454,2021-08-09,,,223
U. olhanensis,male,sub_adult,,Climbing barnacle-covered surfaces.,"['Sea Sponge', 'Sea Urchin', 'Small Fish']",9.0,2.840909090909091,2.9493473346761747,3.595054285498301,3.0315997308305755,2.727272727272727,2021-08-09,,,224
A. Farensis,male,juvenile,,Claw snapping in competition.,"['Sea Sponge', 'Snail']",8.0,1.3636363636363635,1.4986082737637803,1.9081282696275574,1.3984181251543726,2.3636363636363638,2021-08-09,,,225
u. olhanen.,female,adult,False,Guarding eggs under abdominal flap.,"['Sea Sponge', 'Sea Anemone', 'Hermit Crab', 'Algae']",4.0,3.8588165790456483,4.441271636942508,5.417567691426057,3.8935220023373573,2.6363636363636362,2021-08-09,,,226
U. olhanensis,female,sub_adult,False,Picking biofilm on submerged wood.,"['Algae', 'Sea Anemone', 'Coral Fragment', 'Sea Star', 'Shrimp']",10.0,6.113136486779613,6.726061490122677,8.879469111633279,6.33370487284483,2.6363636363636362,2021-08-09,,,227
U. olhanensis,male,sub_adult,,Searching for mates at twilight.,['Sea Anemone'],4.0,2.727272727272727,2.8546020986936806,3.9562952197153605,2.760943775398422,2.6363636363636362,2021-08-09,,,228
A. Farensis,male,adult,,Hiding under floating debris.,"['Hermit Crab', 'Polychaete Worm', 'Crab (Other Species)', 'Coral Fragment', 'Barnacle']",5.0,3.409090909090909,3.130054074010813,3.821112435666636,3.6954729800734865,2.6363636363636362,2021-08-09,,,229
U. olhanensis,female,pre_puberty,False,Guarding a small hole in sediment.,"['Jellyfish', 'Mussel']",4.0,1.7562179802518847,1.235971969009077,1.8063030770096746,1.775704353921251,2.5454545454545454,2021-08-09,,,230
Ucides alvorensis,male,juvenile,,Scavenging near tidal pools.,"['Small Fish', 'Snail']",8.0,1.7272727272727273,1.8152649243784034,2.6917113070262246,1.8759718325561676,2.5454545454545454,2021-08-09,,,231
A. Farensis,female,adult,False,Guarding a small hole in sediment.,['Mussel'],4.0,2.8396421855176346,2.836690762122495,3.903911443117853,2.883244877318095,2.727272727272727,2021-08-09,,,232
U. olhanensis,male,adult,,Resting under shell fragment.,"['Barnacle', 'Mussel']",5.0,2.8636363636363638,2.7858673879899793,3.541603383911875,2.9973602328420625,2.4545454545454546,2021-08-09,,,233
A farensis,female,sub_adult,False,Climbing algae-covered rocks.,"['Polychaete Worm', 'Mussel', 'Algae', 'Small Fish']",3.0,2.1428949624089544,2.2063246300717245,2.6812852440887682,2.3302287975076146,2.6363636363636362,2021-08-09,,,234
u. olhanen.,female,adult,False,Sideways walking along bay edge.,"['Mussel', 'Coral Fragment', 'Crab (Other Species)', 'Snail']",7.0,3.3339118318507532,3.211215327980005,4.356199635700592,3.6517807546547134,2.727272727272727,2021-08-09,,,235
u. olhanen.,female,sub_adult,False,Using claws to dig into sediment.,"['Sea Urchin', 'Sea Anemone']",7.0,2.8190468221013494,3.587398665305311,5.026590361254325,2.8976429340519823,2.6363636363636362,2021-08-09,,,236
Ucides alvorensis,male,adult,,Retreating quickly from shadow.,"['Sea Star', 'Small Fish', 'Shrimp', 'Coral Fragment', 'Sea Urchin']",9.0,2.727272727272727,2.7676554261214386,3.8189118807856035,2.799614435087637,2.6363636363636362,2021-08-09,,,237
Ucides alvorensis,female,juvenile,False,Slow movement near seagrass patches.,"['Small Fish', 'Crab (Other Species)']",6.0,0.7064756671417555,0.6929551417101124,0.9211334726864053,0.7382907423109804,2.6363636363636362,2021-08-09,,,238
